country,indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
LTE,SP.URB.TOTL,933800752,958547615,984633804,1011141189,1038119044,1065718318,1093457314,1121439436,1150003096,1178727308,1207115396,1234916745,1263628106,1292827614,1321982899,1350567898,1379057974,1407844671
LTE,SP.URB.GROW,2.44315831076814,2.65012241069601,2.72142860634001,2.69210592733215,2.66806013774206,2.65858469310578,2.60284500430255,2.55905023833422,2.54705328554185,2.49775084083774,2.40836772061957,2.30312272481363,2.32496329135128,2.31076753210489,2.25515642489982,2.16228205535963,2.10948861158255,2.08741746487303
LTE,SP.POP.TOTL,2046027286,2060700691,2074533503,2088012323,2101307817,2114766197,2128345264,2141896101,2155744556,2169498384,2182361368,2196050826,2211789266,2227938007,2243581628,2258039271,2272117455,2286564636
LTE,SP.POP.GROW,0.759458776514506,0.717165655629486,0.671267402413861,0.649727757132297,0.636753617473744,0.640476368627134,0.642107246619659,0.636684152200601,0.646551202625318,0.638008244609495,0.592901294366669,0.627277324494855,0.716670115903767,0.730121139850041,0.702156924961514,0.644400133231969,0.62346940466476,0.635846574225624
LTU,SP.URB.TOTL,2344199,2322637,2300933,2279211,2250685,2213967,2181225,2157761,2137953,2114156,2067653,2020994,1997745,1981238,1967853,1952971,1932212,1909625
LTU,SP.URB.GROW,-0.792940722309791,-0.924058759665489,-0.938848527101684,-0.948536240967633,-1.25947161177743,-1.64486853006564,-1.48992834414436,-1.08155355773235,-0.922228080815704,-1.11931507180531,-2.22415308852885,-2.28246780062813,-1.15704251361283,-0.829714261085855,-0.677880112448602,-0.759129788432856,-1.0686342214764,-1.17585729154485
LTU,SP.POP.TOTL,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773,2957689,2932367,2904910,2868231,2828403
LTU,SP.POP.GROW,-0.703385440488978,-0.824008723044179,-0.802765710748508,-0.812278097406687,-1.12299127483243,-1.6284011259342701,-1.59637831830094,-1.187947957259,-1.02848317546539,-1.11034575437238,-2.09694341985475,-2.25846389882827,-1.34120198821595,-1.01200736818103,-0.859827343070249,-0.940753796646208,-1.27069453298857,-1.39832220092102
LUX,SP.URB.TOTL,367434,374603,380583,387241,394773,402818,411237,419557,429035,438935,448892,460842,473864,486709,500042,513663,526490,541038
LUX,SP.URB.GROW,2.26003451290749,1.93230878327534,1.58374890277717,1.73429506782531,1.92636779365475,2.01739308726993,2.06848436020593,2.00297020821596,2.23391079618646,2.28128376496061,2.24309859567021,2.62729267734573,2.78651096329972,2.67460478580703,2.7025686341836,2.68753135102057,2.46649296367326,2.72571786341686
LUX,SP.POP.TOTL,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604,582014,596336
LUX,SP.POP.GROW,1.34408299573143,1.19045634528707,1.04766081596443,1.21520087964639,1.42133256471314,1.53005466340868,1.59505191774492,1.54438684650549,1.78749663225793,1.85177523043645,1.8254058035237,2.22266050326725,2.40154189982875,2.31117625275217,2.35697870484045,2.35995118136865,2.15531198799205,2.43097641776115
LVA,SP.URB.TOTL,1611520,1588107,1567452,1551233,1536660,1522383,1507751,1494021,1476965,1452351,1423002,1397904,1381242,1367090,1354815,1344323,1332897,1322185
LVA,SP.URB.GROW,-1.18848873897458,-1.46350920861011,-1.30913698611288,-1.04012724739849,-0.943886863627841,-0.933435957787239,-0.965773376970411,-0.914799375192887,-1.14818362507299,-1.68056838595402,-2.04148981383623,-1.77947526622434,-1.19908775139121,-1.02987012367514,-0.901947953010276,-0.777437303718408,-0.853577171409638,-0.806909776930881
LVA,SP.POP.TOTL,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,1977527,1959537,1942248
LVA,SP.POP.GROW,-0.963935407092365,-1.29148694354873,-1.1618382239436,-0.966400801237561,-1.09131295557421,-1.08057145691172,-0.91727295748817,-0.816175506582982,-1.0509395443743,-1.65102496759116,-2.08130508988111,-1.82076700208005,-1.24035915329271,-1.07103480329077,-0.941743354234222,-0.818626340945853,-0.913885332226604,-0.886215573292392
MAC,SP.URB.TOTL,431896,439122,449665,462533,475529,488619,501863,515330,529038,543021,557297,571003,582766,593374,604167,615239,626688,638609
MAC,SP.URB.GROW,1.4877568229253,1.65924602742688,2.3725582288621,2.8215044674889,2.77099628005097,2.71551761234388,2.67441293965373,2.64802980741037,2.62527907737455,2.60877302924839,2.5950318244663,2.42961521187371,2.0391269983749,1.80391580287387,1.80257581895543,1.81601604156179,1.84379989293183,1.88435643808871
MAC,SP.POP.TOTL,431896,439122,449665,462533,475529,488619,501863,515330,529038,543021,557297,571003,582766,593374,604167,615239,626688,638609
MAC,SP.POP.GROW,1.4877568229253,1.65924602742688,2.3725582288621,2.8215044674889,2.77099628005097,2.71551761234388,2.67441293965373,2.64802980741037,2.62527907737455,2.60877302924839,2.5950318244663,2.42961521187371,2.0391269983749,1.80391580287387,1.80257581895543,1.81601604156179,1.84379989293183,1.88435643808871
MAF,SP.URB.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAF,SP.URB.GROW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAF,SP.POP.TOTL,29610,30387,31160,31929,32697,33452,34183,34887,35541,36132,36458,36350,36026,35639,35261,35020,34811,34496
MAF,SP.POP.GROW,1.74083327876863,2.59027432592699,2.51203356297776,2.43794667244693,2.37686428482674,2.28282449439949,2.16168689426467,2.03858225170899,1.85726926617157,1.64919396468654,0.898201382313273,-0.296670913120137,-0.89533039781617,-1.0800356153793,-1.06630065312841,-0.685821045858366,-0.59858980697911,-0.909005350138279
MAR,SP.URB.TOTL,15229497,15524469,15820051,16111112,16411301,16790498,17188176,17589282,17995882,18409274,18835465,19275316,19725140,20180706,20636838,21088840,21541817,21994745
MAR,SP.URB.GROW,1.94743958694502,1.91832848949412,1.88607617656353,1.82310341550727,1.84609626289302,2.28429482760974,2.34085744006463,2.30680337069635,2.28532146753545,2.27116054330186,2.28869695421819,2.30837846881745,2.30686506905046,2.28330351486545,2.23507317556878,2.16662594042245,2.12520322523312,2.08075383299536
MAR,SP.POP.TOTL,28554415,28930097,29301817,29661270,30033125,30431902,30833022,31232633,31634992,32042877,32464865,32903699,33352169,33803527,34248603,34680458,35107264,35528115
MAR,SP.POP.GROW,1.33056292746569,1.30709067761953,1.27670558488657,1.21926266518875,1.2458784781145,1.31905268782034,1.30947924386268,1.28772191974814,1.28003720148764,1.28110624620562,1.30835154510463,1.34266554348538,1.35377246657382,1.34423384293623,1.3080629397791,1.25305827289905,1.22317023430594,1.1916294240897
MCO,SP.URB.TOTL,32465,32444,32386,32316,32236,32141,32011,31823,31862,32401,33178,33945,34700,35425,36110,36760,37071,37044
MCO,SP.URB.GROW,0.218936549624505,-0.0647059752351783,-0.178929555681925,-0.216376703381685,-0.247862315519727,-0.295136676013591,-0.405287997089757,-0.589029493886282,0.122477835833443,1.6775209368822,2.36977191505584,2.2854562083527,2.19981191992032,2.06780986239307,1.91520497126222,1.78404621981199,0.842469530267675,-0.0728597482140499
MCO,SP.POP.TOTL,32465,32444,32386,32316,32236,32141,32011,31823,31862,32401,33178,33945,34700,35425,36110,36760,37071,37044
MCO,SP.POP.GROW,0.218936549624527,-0.0647059752351783,-0.178929555681925,-0.216376703381685,-0.24786231551975,-0.295136676013591,-0.405287997089734,-0.589029493886293,0.122477835833443,1.6775209368822,2.36977191505581,2.28545620835272,2.19981191992032,2.06780986239305,1.91520497126224,1.78404621981199,0.842469530267675,-0.0728597482140499
MDA,SP.URB.TOTL,1304080,1289495,1274866,1259669,1245000,1235763,1231441,1227699,1224475,1222042,1219935,1218343,1217297,1216084,1214457,1205007,1191662,1172526
MDA,SP.URB.GROW,-1.10310446057351,-1.12471424560406,-1.14095938118688,-1.19920870085719,-1.17134581227451,-0.74469368399036,-0.350356469998636,-0.304334270369286,-0.262950496795147,-0.198895066093037,-0.172565140692547,-0.130583979860009,-0.0858911878853553,-0.0996966854324088,-0.133879678887659,-0.781168726225044,-1.11364046680987,-1.61885754537528
MDA,SP.POP.TOTL,2924668,2918135,2911385,2903198,2896023,2888985,2880967,2874299,2868833,2865213,2862354,2860699,2860324,2859558,2857815,2835978,2803186,2755189
MDA,SP.POP.GROW,-0.203371722054682,-0.223625637302563,-0.231580062051396,-0.281602495320467,-0.247447154059097,-0.243318711825946,-0.277922768195992,-0.231718324871942,-0.190349156188775,-0.12626339171085,-0.0998329740168972,-0.0578362648793712,-0.0131095435392298,-0.0267837694756349,-0.0609720602101012,-0.767049559673864,-1.16302237797705,-1.72705846625605
MDG,SP.URB.TOTL,4398058,4576944,4761337,4951463,5148726,5414776,5693825,5986055,6291521,6609861,6940464,7281030,7630993,7991167,8362745,8745781,9143976,9557640
MDG,SP.URB.GROW,4.03296351284223,3.98684466499167,3.94969846480372,3.91545773120084,3.90662169635098,5.03822075912781,5.02507412544639,5.00503432164096,4.97702563872023,4.93597710170821,4.88060061752283,4.79037046438401,4.69456452788776,4.61188256886727,4.54499157992991,4.47846901748497,4.45238891582207,4.42455328460541
MDG,SP.POP.TOTL,16216431,16709665,17211934,17724310,18250774,18792171,19350299,19924958,20513599,21117092,21731053,22348158,22966240,23588073,24215976,24850912,25501941,26169542
MDG,SP.POP.GROW,3.03990100767654,2.99623070466098,2.96156859041379,2.93341631578179,2.9270346495312,2.92328568439833,2.92675246207207,2.92652452166253,2.91149152987358,2.8994727895916,2.86594914827117,2.80016501090231,2.72814099743688,2.67158913972617,2.6271377711217,2.58818714317603,2.58601148442291,2.58416485189804
MDV,SP.URB.TOTL,78271,82919,87808,92889,98164,103619,109393,114444,119964,125727,131736,137977,144424,151014,158802,167825,176949,186048
MDV,SP.URB.GROW,3.65346941142273,5.76870636558263,5.72883849851975,5.62526192566503,5.52343174486409,5.40811613248245,5.42261918724769,4.51387178188176,4.71060773882683,4.69211918935939,4.66870302490599,4.6287084684408,4.56664130342513,4.4619130114564,5.02855954432431,5.52636266326511,5.29397856367578,5.01431494748377
MDV,SP.POP.TOTL,282507,287324,292284,297226,302135,307018,314401,325126,336883,349037,361575,374440,387539,400728,416738,435582,454252,472442
MDV,SP.POP.GROW,1.56830144656694,1.69071698288354,1.71154334670149,1.67668598570671,1.63811451653174,1.60324404314335,2.37628634213334,3.35435582926146,3.55228895579949,3.54422447127984,3.52915551848168,3.49620875437484,3.43849123867636,3.3466404024458,3.91748340604239,4.42253409157761,4.19690422374828,3.92628779480377
MEA,SP.URB.TOTL,187755039,192854627,197697731,202561806,207835182,213719274,220272056,227159256,234297106,241543564,248421309,254476115,260609701,267522878,274769467,282176862,289100440,295656568
MEA,SP.URB.GROW,2.73654015765081,2.71608582499883,2.51127187111773,2.46035954757619,2.60334171783599,2.83113375867229,3.06606974530523,3.12667894651149,3.1422228289038,3.09284998168096,2.84741389342089,2.43731345928944,2.41027964451594,2.65269365394805,2.7087735651528,2.6958581245856,2.45363065948334,2.26776825382902
MEA,SP.POP.TOTL,321037453,327691655,333949565,340215354,347044925,354462370,362633997,371324802,380294099,389332369,397997557,406045323,414117603,422790409,431664579,440506473,448917409,456885486
MEA,SP.POP.GROW,2.08773003994465,2.07271828810578,1.90969464876973,1.87626805263244,2.00742586120907,2.13731550749519,2.30535811177926,2.39657756081817,2.41548556726895,2.37665270740897,2.22565311542333,2.02206417060997,1.98802437628373,2.09428576258807,2.09895253323971,2.04832511865654,1.90937852574984,1.77495388689637
MEX,SP.URB.TOTL,73132993,74590443,76056158,77520574,78995700,80460988,81892383,83306647,84700556,86085517,87567088,89164082,90758420,92306597,93808838,95260846,96701350,98108030
MEX,SP.URB.GROW,1.96131969556176,1.97327835219045,1.94595993878443,1.9071383624649,1.88500485100268,1.83790252338506,1.76335370311728,1.71223590367281,1.65938240735703,1.62190199212404,1.70640336814944,1.80730707479904,1.77229608781534,1.69143612007338,1.61434609111677,1.5359802968669,1.5008486774346,1.44418554060996
MEX,SP.POP.TOTL,97873442,99394288,100917081,102429341,103945813,105442402,106886790,108302973,109684489,111049428,112532401,114150481,115755909,117290686,118755887,120149897,121519221,122839258
MEX,SP.POP.GROW,1.58455078746177,1.54194113014521,1.52045522318023,1.48740053113001,1.4696529746789,1.42951167105736,1.36053857389621,1.31623681916458,1.26753574174522,1.23674369230562,1.32657895725526,1.4276397653994,1.39661546186197,1.317160792789,1.2414667155537,1.16700884975484,1.13323428792033,1.08042073770937
MHL,SP.URB.TOTL,37187,37600,37939,38216,38451,38654,38832,38975,39077,39173,39297,39219,38890,38486,38008,37458,36840,36161
MHL,SP.URB.GROW,1.49278742965663,1.10448125585416,0.897555635722556,0.727466933458637,0.6130427328136,0.526555914747926,0.45943864209696,0.36757659595946,0.261364367510436,0.24536753524391,0.316044611223791,-0.19868568357889,-0.842417508017679,-1.04426093692886,-1.2497874913747,-1.45763585769582,-1.6636093920556,-1.86030213782625
MHL,SP.POP.TOTL,54224,54413,54496,54493,54435,54337,54208,54038,53816,53593,53416,52971,52203,51352,50419,49410,48329,47187
MHL,SP.POP.GROW,0.721837704584486,0.347948103651383,0.152420857906842,-0.00550514272221927,-0.106492371991223,-0.180193480890142,-0.237689549465288,-0.314099624496591,-0.411668206131852,-0.415235819000647,-0.330813597773069,-0.836573256679686,-1.46046294872198,-1.64360804920741,-1.83357958458324,-2.0215255305986,-2.21210382968728,-2.39133636341706
MIC,SP.URB.TOTL,1895316738,1947961408,2002920920,2058590284,2115494397,2173269404,2230743230,2288376020,2347352853,2407583395,2468821230,2530420623,2593477682,2658459290,2724612368,2790704083,2856275534,2922044655
MIC,SP.URB.GROW,2.68864932692271,2.7776185871472,2.82138607953367,2.77940898435472,2.76422722103939,2.7310404169319,2.64457898750227,2.58356897490171,2.57723523077296,2.56589212495358,2.54353951465096,2.49509329600184,2.49195957489634,2.50557806805141,2.48839913587693,2.42572909732897,2.34963826510443,2.30261822492648
MIC,SP.POP.TOTL,4617751027,4681845407,4744040472,4805081630,4866336912,4927146781,4986523291,5045177858,5104601803,5164954050,5226300409,5289461774,5354644874,5421202357,5487659096,5552696141,5616265003,5679375318
MIC,SP.POP.GROW,1.41509812019633,1.38799990786079,1.32843055661363,1.28669134170067,1.2748021098655,1.24960252649274,1.20508912437857,1.17626176750971,1.17783647420424,1.1823105764005,1.1877425898881,1.2085291708688,1.23232008822529,1.24298594148,1.22586715314527,1.18515096988088,1.1448287532001,1.12370614574435
MKD,SP.URB.TOTL,1186387,1187130,1174317,1173927,1173001,1171843,1170744,1170224,1170314,1171282,1173181,1175261,1177371,1180399,1184330,1188475,1192987,1197983
MKD,SP.URB.GROW,0.0990892723551782,0.0626075165477599,-1.08519274348444,-0.0332163100244931,-0.0789116707501944,-0.0987699048755907,-0.0938278988679569,-0.0444260672125847,0.00769053952931664,0.0826786563644444,0.161998753258618,0.177138762114444,0.179373617781445,0.256853014902241,0.33246969280435,0.349375883502964,0.378927347892163,0.417906311754642
MKD,SP.POP.TOTL,2026350,2034882,2020157,2026773,2032544,2036855,2040228,2043559,2046898,2050671,2055004,2058539,2061044,2064032,2067471,2070226,2072490,2074502
MKD,SP.POP.GROW,0.455448702114895,0.420168685369998,-0.726260079023056,0.326964187374614,0.284333738311281,0.211874117661892,0.165461471818753,0.16313293218841,0.163258078088837,0.18415802473701,0.21107377513823,0.171871346437471,0.121614265751721,0.144870083488649,0.166476984005751,0.133165884651483,0.109300286352773,0.0970341952851146
MLI,SP.URB.TOTL,3186959,3367997,3562610,3770161,3991374,4225685,4472881,4732876,5006021,5291488,5590350,5902462,6209357,6529209,6879609,7243533,7626464,8028117
MLI,SP.URB.GROW,5.44357002629568,5.5251035053994,5.61752166677191,5.66242838072937,5.70178264070663,5.70458453195544,5.68513421829838,5.65003315248508,5.61083364140145,5.54581037942845,5.49424052526594,5.43276549930177,5.06877959045809,5.022845480851,5.22760162150616,5.1547251862909,5.15152332659867,5.13257007550893
MLI,SP.POP.TOTL,11239101,11583824,11952660,12342165,12751995,13180551,13623541,14080912,14551117,15032635,15529181,16039734,16514687,17004033,17551814,18112907,18700106,19311355
MLI,SP.POP.GROW,2.90782929642605,3.02107830973822,3.13442055916044,3.20676010440896,3.26662811589565,3.30546040144123,3.30569182799157,3.30208691127537,3.28476390707979,3.2555744003116,3.2497394697786,3.23481196285064,2.91810874359862,2.92004450187922,3.17067551792802,3.14674716699948,3.1904414229907,3.21640725807966
MLT,SP.URB.TOTL,360316,364105,367875,371319,374812,378170,380114,381739,384526,387733,389936,391879,395713,401597,409992,420192,430220,442474
MLT,SP.URB.GROW,0.952299180882739,1.04608633718595,1.03009189754651,0.931832487956391,0.936303549430444,0.891926304114185,0.512737776078232,0.426592128487567,0.727427793133083,0.830555146775326,0.566566467990139,0.497049557832315,0.973608235170595,1.47598972067765,2.06885490827702,2.45741023637283,2.35849560810573,2.80849999019216
MLT,SP.POP.TOTL,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,425967,434558,445053,455356,467999
MLT,SP.POP.GROW,0.645267230900854,0.75110649818537,0.745506921127166,0.657732334391546,0.67162845452858,0.637436918202842,0.364336947162944,0.348755082369901,0.650655460565174,0.753906931031973,0.49118281065151,0.423700885195294,0.899209211902256,1.4040502758129,1.9967544083193,2.38639536345808,2.28861544064371,2.73866285589301
MMR,SP.URB.TOTL,12306734,12519714,12731400,12939374,13141153,13337081,13528193,13719323,13891315,14065094,14266587,14477757,14696854,14919480,15142977,15372077,15610256,15854871
MMR,SP.URB.GROW,1.77244215299467,1.71579297197093,1.67668609954142,1.62035278213787,1.54738457659192,1.47994444083795,1.42276772489526,1.40293988563575,1.24585476543478,1.24323004644903,1.42241046161034,1.46932418519949,1.50199856311732,1.50342843462649,1.48691184984354,1.50158216777508,1.53754523391003,1.55486375859647
MMR,SP.POP.TOTL,45538332,46014826,46480230,46924293,47338446,47724471,48088274,48445647,48729486,49015836,49390988,49794522,50218185,50648334,51072436,51483949,51892349,52288341
MMR,SP.POP.GROW,1.09671263838614,1.0409216084204,1.00634119882684,0.95084548671382,0.878726142111789,0.812150802847322,0.759407839480453,0.740412549138029,0.584181978347596,0.585912068881096,0.7624548830356,0.81369995783056,0.847223411648512,0.852912565826152,0.833860100341235,0.802515042929721,0.790127200535222,0.760205959612812
MNA,SP.URB.TOTL,156981676,161152792,165098686,169073058,173437036,178039708,182689261,187275549,191965087,196838003,201883419,206452895,211056972,216421809,222267423,228231045,233682637,238848263
MNA,SP.URB.GROW,2.66762541081491,2.65707189927058,2.44854212640635,2.40727052182596,2.5811196956052,2.65379996461654,2.61152585130053,2.51043108658698,2.50408450277723,2.53843866931906,2.56323267006525,2.26342312936556,2.2300859476928,2.54189044273789,2.70102815747188,2.68308415129283,2.38862859345012,2.21053051536731
MNA,SP.POP.TOTL,283899110,289544085,294813993,300102895,305945780,311948573,317983066,324080392,330293304,336675037,343313330,349770162,356239722,363310225,370756356,378137339,385054538,391607422
MNA,SP.POP.GROW,1.99105888034856,1.98837361624697,1.8200710264898,1.7939792973124,1.94696055831119,1.96204471262848,1.93445122763873,1.91750022310937,1.91708975716125,1.93214119775192,1.97172117634608,1.88074025555605,1.84966034924385,1.98475985785774,2.04952420483073,1.99079068519058,1.82928219104012,1.70180671913027
MNE,SP.URB.TOTL,354162,361755,369361,376961,381058,383698,386254,388857,391621,394521,397301,399777,402174,404636,407105,409418,411597,413735
MNE,SP.URB.GROW,1.59440537638767,2.12127515430801,2.08072984646732,2.03672482401899,1.08098606908643,0.690419032192582,0.663939931159043,0.671648263371455,0.708286858855469,0.737783544066644,0.702180899874301,0.621271184000877,0.597793914643945,0.610306674911079,0.608323988548127,0.566550161322711,0.530807626226144,0.518095695405891
MNE,SP.POP.TOTL,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601,621207,621810,622159,622303,622373
MNE,SP.POP.GROW,-0.0279740186992493,0.402363248322291,0.400750772330341,0.399151168806326,0.177216475615812,0.147929262061512,0.12429981279666,0.138110347731053,0.177475866720179,0.214529295893828,0.183239906425096,0.10504177223011,0.0841474080023094,0.097599636675676,0.0970220113323688,0.0561107244885728,0.0231425307711559,0.011247907097728
MNG,SP.URB.TOTL,1400318,1439598,1479408,1519385,1559392,1599381,1639992,1682307,1727329,1775498,1826012,1864863,1899635,1937464,1978651,2022848,2069095,2116539
MNG,SP.URB.GROW,1.81852607522354,2.76645542616522,2.7278099807709,2.66636399655483,2.59903539816971,2.53206776883662,2.50746843851331,2.54747019289925,2.64102190803345,2.75046621723598,2.80534069355789,2.10532380598405,1.84741705021224,1.97181389729241,2.1035397948285,2.20911200501686,2.260489418467,2.26708938461354
MNG,SP.POP.TOTL,2450979,2472601,2494617,2516454,2537949,2559255,2581242,2605643,2633887,2666713,2702520,2743938,2792349,2845153,2902823,2964749,3029555,3096030
MNG,SP.POP.GROW,0.921869510816351,0.878309644537485,0.886457738285741,0.87155573049131,0.850550681669034,0.83599259855571,0.855447793558829,0.940879931171425,1.07812241088145,1.23859259914584,1.33380431981013,1.52094437973029,1.74890622320901,1.87336676028775,2.00668670836189,2.11086627913691,2.16233694829923,2.17049015538793
MNP,SP.URB.TOTL,72426,71718,69690,67458,65052,62508,59875,57196,54506,51848,49192,47808,47703,47547,47331,47062,46758,46432
MNP,SP.URB.GROW,5.36607586626903,-0.982358882314607,-2.86849266734714,-3.25516534547499,-3.63182319294761,-3.98924015151467,-4.30354928199755,-4.57750898604785,-4.81731785179343,-4.99944262272516,-5.25853524742463,-2.85380191408165,-0.219870051198252,-0.327559347997141,-0.455322357497164,-0.569959060973776,-0.648051724420982,-0.69964873877015
MNP,SP.POP.TOTL,80338,79479,77162,74623,71898,69025,66060,63050,60032,57056,54087,52520,52359,52141,51856,51514,51133,50729
MNP,SP.POP.GROW,5.23958252727563,-1.07498985987344,-2.95857279553887,-3.34583371838907,-3.72003227551706,-4.07796901122163,-4.39053378535746,-4.66353575517151,-4.90503090271691,-5.08445117030295,-5.34393804525569,-2.93998117935774,-0.307020712378622,-0.417225485626769,-0.548094105534998,-0.661703101237154,-0.742353404784604,-0.793234215651641
MOZ,SP.URB.TOTL,5170280,5334479,5506970,5686378,5872479,6063132,6258534,6461615,6735426,7028957,7344366,7683170,8043201,8423977,8821392,9234077,9673277,10129295
MOZ,SP.URB.GROW,3.0669112660627,3.12643773416067,3.18233396506061,3.20589274371998,3.22033714641782,3.19496366981429,3.17194741299357,3.19333141668851,4.15017729826855,4.26572711294931,4.38951580157979,4.50987337364058,4.57949158706912,4.62549062487587,4.60976361616416,4.57209821029431,4.64664724028885,4.6064585376107
MOZ,SP.POP.TOTL,17768505,18220716,18694946,19186754,19694411,20211114,20735982,21280513,21845571,22436660,23073723,23760421,24487611,25251731,26038704,26843246,27696493,28569441
MOZ,SP.POP.GROW,2.45330550582502,2.51316804647212,2.56940314170631,2.59669251607104,2.6114744795382,2.5897761215382,2.5637800990406,2.59213192117964,2.62064294405699,2.66980274555,2.79982093572927,2.93267756135951,3.01461029926612,3.07273916417179,3.0689338689503,3.04301971715626,3.12915549916881,3.1031851393148
MRT,SP.URB.TOTL,1026554,1066506,1114008,1163451,1214843,1268535,1324867,1384075,1448147,1517970,1593058,1673772,1759879,1845503,1929389,2016084,2105443,2197486
MRT,SP.URB.GROW,2.47685978414761,3.81803227567564,4.35764380153659,4.34262657552538,4.32242617730309,4.32478409840937,4.344938572132,4.37199694371064,4.5252761669145,4.70891077844988,4.82815236234551,4.94243225185218,5.01652946123931,4.75068123756489,4.44515034214684,4.39536435239694,4.33688802912309,4.27880833819171
MRT,SP.POP.TOTL,2695003,2761823,2821703,2883326,2946575,3012360,3081229,3153508,3233336,3322616,3419461,3524249,3636113,3742959,3843174,3946220,4051890,4160015
MRT,SP.POP.GROW,2.79918208413242,2.4491651403647,2.14496344480591,2.16038855352539,2.16989899804321,2.20803458075482,2.26047186619935,2.31869406123366,2.49989376010022,2.72380028814205,2.87305118502029,3.01844276057634,3.12478900195865,2.89612211417799,2.64221126030642,2.64595710222511,2.64252802228661,2.63352411058118
MUS,SP.URB.TOTL,506439,509128,511325,513680,515544,517242,518278,519269,519756,519754,519604,519046,519081,518842,518383,517668,516887,516481
MUS,SP.URB.GROW,0.694890998843174,0.529557633124118,0.430593745045558,0.459510762156298,0.36221503539923,0.328819625736774,0.200092773805189,0.191027548893521,0.093741735889452,-3.8479668305094e-4,-0.0288639719983694,-0.107447177332841,0.00674291296022855,-0.0460535134541202,-0.0885053927473765,-0.138024115320608,-0.150982818383316,-0.0785780130389972
MUS,SP.POP.TOTL,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258653,1260934,1262605,1263473,1264613
MUS,SP.POP.GROW,0.982676166064297,0.790047581068153,0.694240135210974,0.723661765578573,0.627103982385528,0.592099659929956,0.466403525955087,0.455526400702738,0.361630847401639,0.265537672832765,0.237886692890185,0.160140420765724,0.277321025514609,0.220398691741504,0.181061469451535,0.132433082605329,0.0687231379365168,0.0901868114668421
MWI,SP.URB.TOTL,1640613,1690096,1742456,1798085,1857233,1920235,1986636,2056034,2128693,2206182,2287832,2373696,2463707,2558516,2658225,2763250,2872972,2988658
MWI,SP.URB.GROW,2.90504995399615,2.97153795699944,3.05102802023059,3.14265974240467,3.23655360080743,3.33598286934557,3.39951816651334,3.43361283727671,3.47292919379471,3.57552433356195,3.63412245535303,3.68435898221723,3.7218892192544,3.77602766447333,3.82312039135899,3.87489163876259,3.89395108305346,3.94774231776165
MWI,SP.POP.TOTL,11229387,11498818,11784498,12087965,12411342,12755648,13118307,13495463,13889423,14298932,14718422,15146094,15581251,16024775,16477966,16938942,17405624,17881167
MWI,SP.POP.GROW,2.30093521781424,2.3710066148072,2.45406914818211,2.54253905729233,2.64004024351051,2.736342194188,2.80345816457226,2.83448193292953,2.87740603419066,2.90572339354206,2.89150573052371,2.86427704641241,2.83256555379816,2.80676296771096,2.78881323875244,2.75911370133102,2.71781408401004,2.69546636843743
MYS,SP.URB.TOTL,14220716,14813423,15416400,16026190,16642423,17263520,17889347,18520504,19150609,19773206,20364317,20898466,21436918,21977315,22519314,23057113,23594371,24124786
MYS,SP.URB.GROW,4.55739567987587,4.08339544653752,3.98981486531171,3.87923811766046,3.7730778753259,3.66405668341837,3.56097914085245,3.46730466546394,3.34560740169375,3.1993272243952,2.94564136737115,2.58915565426384,2.54388167217021,2.48962091382674,2.43625559879491,2.36009708644457,2.30338547724785,2.22316100866651
MYS,SP.POP.TOTL,22945150,23542517,24142445,24739411,25333247,25923536,26509413,27092604,27664296,28217204,28717731,29184133,29660212,30134807,30606459,31068833,31526418,31975806
MYS,SP.POP.GROW,2.54459366705921,2.57014353027485,2.51634742159783,2.44260643657749,2.3720084635771,2.30336382151543,2.23485955352487,2.17608980403121,2.08818532017883,1.97892341382596,1.75828740323151,1.61104342924472,1.61813131846729,1.58743980435977,1.55301827143161,1.49940972361564,1.4620698661924,1.41536933264598
NAC,SP.URB.TOTL,247519374,250612588,253516142,256244701,259163359,262099001,265190165,268301627,271462240,274499918,277437381,280120518,282845297,285498217,288277446,291027807,293894567,296582138
NAC,SP.URB.GROW,1.51255525280388,1.2496856104686,1.1585826646505,1.07628610094579,1.13901204146268,1.13273805808328,1.17938793669801,1.17329464311015,1.17800739240393,1.11900572249017,1.07011434517077,0.967114449512479,0.972716679040261,0.937940290377171,0.973466324660095,0.954067353572995,0.985046765651504,0.914467738357345
NAC,SP.POP.TOTL,312909974,316052361,319048184,321815286,324809693,327824506,331015609,334185120,337406357,340466060,343397156,345987373,348656682,351207902,353888902,356507139,359245796,361731237
